회사명,이벤트시작일,이벤트종료일(마지막보도),기사수,언론사수,키워드종류,대표제목
쌍용건설,2013-06-11,2013-06-11,1,1,구조조정,"[STX 쌍용건설 구조조정 대혼란인데] 모피아 금감원, 밥그릇 챙기기 급급"
쌍용자동차,2010-12-14,2010-12-14,1,1,희망퇴직,쌍용자동차 희망퇴직 근로자 자택서 자살
쌍용자동차,2011-03-01,2011-03-01,1,1,희망퇴직,쌍용자동차 창원 공장 희망퇴직 30대 숨진 채 발견
쌍용차,2010-08-23,2010-08-23,1,1,구조조정,"마힌드라 ""쌍용차 추가 구조조정 없다"""
쌍용차,2019-08-27,2019-08-27,1,1,구조조정,국내 완성차업계 선명한 양극화 르노삼성 쌍용차 등 구조조정 나서
쌍용차,2021-04-15,2021-05-20,11,9,구조조정,"쌍용차, 10년 만에 또 구조조정 악몽...투자자 확보가 관건"
씨티금융지주,2012-09-19,2012-09-19,1,1,구조조정,한국씨티금융지주 구조조정 추진
씨티은행,2010-11-26,2010-11-26,1,1,구조조정,"씨티은행, 그리스 지점 대규모 구조조정"
씨티은행,2012-02-08,2012-02-08,1,1,구조조정,판디트 씨티그룹 CEO 방한 “한국씨티은행 구조조정 없다”
씨티은행,2012-12-03,2012-12-03,5,5,희망퇴직,"씨티은행, 경영 환경 악화로 199명 희망퇴직"
씨티은행,2014-04-04,2014-07-21,19,10,"구조조정,인력감축,희망퇴직","씨티은행, 2년 만에 구조조정 나서나"
씨티은행,2014-11-29,2014-11-29,1,1,구조조정,박진회 한국씨티은행장 “추가 구조조정 없을 것”
씨티은행,2015-08-17,2015-08-17,1,1,구조조정,"씨티은행, 구조조정 힘입어 2Q 당기순익 859억원"
씨티은행,2017-03-23,2017-03-23,1,1,구조조정,"씨티은행, 지점 통폐합 추진...3년만에 구조조정 나서나"
씨티은행,2021-02-21,2021-02-21,1,1,구조조정,"씨티그룹, 구조조정 검토 씨티은행 54년만에 한국서 철수하나"
씨티은행,2021-04-17,2021-04-17,1,1,구조조정,M&A? 구조조정? 씨티그룹 떠난 씨티은행 앞날은 
씨티은행,2021-06-16,2021-06-29,7,7,희망퇴직,"매각 추진 씨티은행, 7년 만에 희망퇴직 받나"
씨티은행,2021-09-13,2021-12-02,28,16,희망퇴직,"한국씨티은행 출구전략, 희망퇴직과 함께 발표될 듯"
씨티은행,2022-04-28,2022-04-29,5,5,희망퇴직,‘소비자금융 사업 철수’ 한국씨티은행 희망퇴직 이달 마무리
아디다스,2016-01-20,2016-01-20,1,1,구조조정,"아디다스, 새 사령탑에 구조조정 전문가"
아디다스,2022-07-18,2022-07-18,1,1,구조조정,"아디다스, 매장 구조조정 이어 '갑질' 도마 위"
아멕스,2013-01-11,2013-01-11,1,1,구조조정,"아멕스, 실적 개선 속 다시 5400명 구조조정"
아모레,2020-11-18,2020-11-18,1,1,희망퇴직,"아모레, 면세점 영업 직원도 희망퇴직 실시 코로나19 여파"
아모레퍼시픽,2020-03-04,2020-03-04,1,1,구조조정,"[리포트 브리핑]아모레퍼시픽, '오프라인 구조조정에 집중할 때' 목표가 190,000원 - 유안타증권"
아모레퍼시픽,2020-04-21,2020-04-29,3,2,구조조정,"[리포트 브리핑]아모레퍼시픽, '빠른 구조조정을 기대하며' 목표가 240,000원 - NH투자증권"
아모레퍼시픽,2020-10-29,2020-11-18,24,19,"구조조정,희망퇴직","[리포트 브리핑]아모레퍼시픽, '드디어 구조조정 효과 가시화' 목표가 220,000원 - NH투자증권"
아모레퍼시픽,2021-04-29,2021-04-29,2,2,구조조정,"아모레퍼시픽, 예상보다 큰 구조조정 효과-KB"
아모레퍼시픽,2021-11-01,2021-11-01,2,2,구조조정,"[리포트 브리핑]아모레퍼시픽, '3 Q2 1 R eview: 중국 구조조정 가속화' 목표가 230,000원 - 이베스트투자증권"
아모레퍼시픽,2022-09-28,2022-09-28,2,2,구조조정,"[리포트 브리핑]아모레퍼시픽, '여전히 구조조정 진행 중 
' 목표가 160,000원 - 하나금융투자"
아모레퍼시픽,2022-11-01,2022-11-01,3,3,구조조정,"[리포트 브리핑]아모레퍼시픽, '3Q22 Review: 구조조정의 여정 속 비수기' 목표가 170,000원 - 케이프투자증권"
아모레퍼시픽,2023-01-12,2023-01-12,1,1,구조조정,"“아모레퍼시픽, 中사업 과감한 구조조정 긍정적 목표가 상향”"
아모레퍼시픽,2023-11-08,2023-11-08,1,1,"구조조정,희망퇴직","아모레퍼시픽, 반강제성 구조조정 논란 “희망퇴직 거부하니 괴롭혀”"
아모레퍼시픽,2025-12-05,2026-01-07,18,16,"구조조정,희망퇴직","아모레퍼시픽, 근속 15년 이상 대상 희망퇴직 실시 “조직 개선 인력 재정비”"
아모레퍼시픽그룹,2025-12-05,2025-12-05,1,1,희망퇴직,"아모레퍼시픽그룹, 5년 만에 희망퇴직 42개월치 기본급 지급"
아시아나항공,2010-04-06,2010-04-06,1,1,구조조정,"아시아나, 회복속도 강하나 구조조정 이슈..보유-삼성"
아시아나항공,2014-03-16,2014-03-16,1,1,구조조정,아시아나항공 좌석 구조조정
아시아나항공,2015-12-04,2016-02-25,28,19,"구조조정,희망퇴직","실적부진 아시아나항공, 노선 구조조정"
아시아나항공,2016-08-09,2016-08-09,1,1,구조조정,"[퀀트분석] 아시아나항공, 에어서울 출범 노선 구조조정 비용절감‘종합점수 69점’"
아시아나항공,2016-12-12,2016-12-12,1,1,구조조정,"아시아나항공, 선제적 구조조정 통해 수익성 개선에 주력"
아시아나항공,2017-02-03,2017-02-16,3,3,구조조정,아시아나항공 구조조정 약발 먹혔다 5년만에 최대 실적 거둬
아시아나항공,2017-07-05,2017-07-05,1,1,구조조정,구조조정 아시아나항공 객실승무원 채용 재개
아시아나항공,2019-04-02,2019-05-03,24,17,"구조조정,희망퇴직",[종목썰쩐]아시아나항공 구조조정에 웃는 제주항공
아시아나항공,2019-11-12,2019-11-12,1,1,구조조정,"아시아나항공 매각, 항공업계 구조조정 '신호탄' 되나"
아시아나항공,2019-12-21,2019-12-24,9,8,희망퇴직,"아시아나항공, 희망퇴직 돌입..올해만 두번째 '감원 칼바람'우려"
아시아나항공,2020-09-13,2020-09-13,1,1,구조조정,"아시아나항공, 구조조정 불가피 금호그룹 ""악영향 없어"""
아시아나항공,2020-11-02,2020-12-03,10,9,구조조정,"아시아나항공, 내년 초 인력 구조조정 단행  연말 '경영정상화 방안'"
아우디,2019-11-27,2019-11-27,1,1,구조조정,"아우디, 구조조정 돌입 ""전기차시대 대비 2029년까지 9500명 감원"""
아우디,2025-03-29,2025-03-29,1,1,구조조정,"아우디, 위기 극복을 위해 2029년까지 7,500명 구조조정"
아웃백,2015-04-30,2015-04-30,1,1,구조조정,"아웃백, 구조조정 끝 다시 기지개 켜다"
아이엠투자증권,2014-03-28,2014-03-28,1,1,구조조정,제약주 구조조정 생존기업 규모 가치 확대 [아이엠투자증권]
아이티엠반도체,2026-01-29,2026-01-29,1,1,구조조정,"아이티엠반도체, 사업 구조조정 예고 “수익없는 확장 경계”"
아인스M&M,2011-09-09,2011-09-15,2,2,구조조정,"아인스M&M, ""계열사지분 일부매각 사업 구조조정 중단"""
아일랜드,2010-12-15,2010-12-15,1,1,구조조정,"아일랜드, 은행 구조조정 법안 제출...금융 개혁 '시동'"
아일랜드,2011-04-01,2011-04-01,1,1,구조조정,"아일랜드, 200억유로 지원 은행 구조조정 방안 내놔"
아주,2017-02-20,2017-02-20,1,1,구조조정,"[아주동영상] 임종룡 위원장 ""채권은행, 기업 구조조정에 적극 협조하라"""
아주캐피탈,2017-08-21,2017-08-21,1,1,구조조정,"아주캐피탈, 직원의 절반 구조조정, 문재인 정부 일자리 정책과 엇박자"
아크솔루션스,2025-03-11,2025-03-11,1,1,구조조정,"아크솔루션스, 구조조정 등 비상경영체제 돌입...70억 유증도 추진"
안동MBC,2014-08-22,2014-08-22,1,1,구조조정,"안동MBC, 직원 3분의 1 명예퇴직 대규모 구조조정"
알리안츠,2016-04-26,2016-04-26,1,1,"구조조정,희망퇴직","알리안츠, 200여명 희망퇴직 ...선제적 구조조정"
알리안츠생명,2013-11-29,2013-12-02,7,5,희망퇴직,"​알리안츠생명, 노조에 희망퇴직 협의 제안"
알리안츠생명,2015-12-05,2015-12-06,2,2,구조조정,"알리안츠생명, 아시아태평양 헤드 방한 강도 높은 구조조정 시사"
알리안츠생명,2016-04-25,2016-05-02,8,7,"구조조정,희망퇴직",알리안츠생명 `200명 목표` 희망퇴직 접수 개시
알리안츠생명,2016-06-21,2016-06-21,1,1,구조조정,"[단독] 알리안츠생명, 저성과자 관리 프로그램 가동 제2 구조조정 '전운'"
알리안츠생명,2016-09-06,2016-09-06,1,1,구조조정,"알리안츠생명, 100명 구조조정 통보 올 들어 300명 정리"
알파홀딩스,2022-10-05,2022-10-05,1,1,구조조정,"알파홀딩스, 바이오 자회사 해산으로 구조조정 완료 시스템반도체 사업 집중"
애경그룹,2025-09-07,2025-09-07,1,1,구조조정,"애경그룹, 구조조정 마무리 중부CC 이어 모태사업 매각"
애경산업,2026-01-27,2026-01-27,1,1,구조조정,"[리포트 브리핑]애경산업, '4Q25 Re: 중국 사업 구조조정 영향 지속 ' - 메리츠증권"
야권,2016-04-21,2016-04-21,1,1,구조조정,"야권, 구조조정 위한 당정ㆍ당정청ㆍ범국민협의체 참여"
야권,2016-08-09,2016-08-09,1,1,구조조정,"야권, 조선업 구조조정 4자 협의체 구성 촉구"
야놀자,2023-09-18,2023-09-18,1,1,희망퇴직,"야놀자, 희망퇴직 단행 IT 시장 부진에 조직 효율화"
야당,2015-09-11,2015-09-11,1,1,구조조정,"야당, 복지위서 건강보험 개편ㆍ복지 구조조정 ‘맹공"
언어,2015-11-09,2015-11-09,1,1,구조조정,"언어, 문화 달라도 한국식 구조조정은 통했다"
업무중복,2012-11-19,2012-11-19,1,1,구조조정,"[공공기관 구조조정 시작했다 (1) 227개 공공기관 심층점검] 업무중복, 민간과 경쟁, 무분별 영역확장  비효율 수두룩"
에넥스,2011-08-25,2011-08-25,1,1,구조조정,"에넥스, 구조조정 효과 보나 2분기 적자 모면"
에디슨모터스,2022-11-14,2022-11-14,1,1,구조조정,"에디슨모터스, 기업회생절차 신청  도내 청년들 구조조정 대상 될 수도"
에르고다음,2014-04-10,2014-04-10,2,2,희망퇴직,"에르고다음, 대규모 희망퇴직 완료 31명 신청"
에미레이트항공,2020-06-01,2020-06-01,1,1,구조조정,"에미레이트항공, 인력 구조조정 착수...“최대 3만 명 감원”"
에스오일,2021-03-31,2021-03-31,1,1,구조조정,"에스오일, 정유 설비 구조조정에 따른 수급 개선 주목 -교보"
에쓰오일,2020-02-20,2020-02-20,1,1,희망퇴직,"에쓰오일, 창사 이래 첫 희망퇴직 시행할까"
에쓰오일,2023-01-26,2023-01-26,3,3,희망퇴직,"에쓰오일, 올해부터 생산직도 희망퇴직 받는다...노조 요구 수용"
에어서울,2016-06-13,2016-06-13,1,1,구조조정,"에어서울, 다음달 중순 첫 비행 아시아나 구조조정 급물살"
에이블씨엔씨,2015-02-17,2015-02-17,1,1,구조조정,"에이블씨엔씨, 구조조정 효과 본격화 목표가↑-삼성증권"
에이블씨엔씨,2015-03-30,2015-03-30,1,1,구조조정,"에이블씨엔씨, 제품 부실점포 구조조정 기회-동부"
에이블씨엔씨,2015-05-12,2015-05-12,2,1,구조조정,"[특징주]에이블씨엔씨, 구조조정에 따른 매출 하락 소식에 '내림세'"
에이블씨엔씨,2015-11-06,2015-11-06,1,1,구조조정,"에이블씨엔씨, 3Q 영업익 61% 증가 '매장 구조조정 덕분'"
에이블씨엔씨,2016-04-14,2016-04-14,1,1,구조조정,"[퀀트분석] 에이블씨엔씨, 적자 매장 구조조정 완료 ‘종합점수 92점’"
에이스생명,2014-11-28,2014-11-28,2,2,"구조조정,희망퇴직",미래에셋 에이스생명 구조조정 진행
에이앤씨바이오홀딩스,2011-11-09,2011-11-09,1,1,구조조정,"에이앤씨바이오홀딩스, “올해 구조조정 통해 흑자전환 하겠다”"
에피밸리,2010-02-09,2010-02-09,1,1,구조조정,"에피밸리, LED 중심 구조조정 가속화...재무구조 개선 박차"
엑스엘게임즈,2023-11-08,2023-11-08,1,1,희망퇴직,"엑스엘게임즈, 희망퇴직 우려 벗어나 게임업계 최초 '상생합의서'"
엑큐리스,2011-07-11,2011-07-12,3,2,구조조정,"엑큐리스, 환기종목 조기탈피를 위해 구조조정 나선다"
엔스퍼트,2011-10-26,2011-10-26,1,1,구조조정,"[공시Plus]엔스퍼트, 적자지속 SoC사업 중단.. 구조조정 단행"
엔씨,2024-05-09,2024-05-09,1,1,구조조정,"엔씨, 구조조정 속도 분사 권고사직 단행"
엔씨,2024-10-21,2024-11-11,8,7,"구조조정,희망퇴직","엔씨, 고강도 구조조정 계속 추가 분사 희망퇴직 실시"
엔씨,2025-02-12,2025-02-12,1,1,구조조정,"엔씨, 지난해 '상장 후 첫 적자' 대규모 구조조정 단행도"
엔씨소프트,2012-06-13,2012-06-26,8,5,"구조조정,희망퇴직","엔씨소프트, 대규모 구조조정 전운...최대 30% 감원 목표"
엔씨소프트,2012-08-08,2012-08-09,2,2,"구조조정,희망퇴직","엔씨소프트, 희망퇴직 몰린 1200명 중 400명 접수 ""150억 비용 발생"""
엔씨소프트,2019-02-22,2019-02-22,1,1,구조조정,"엔씨소프트, 길드워 개발사 '아레나넷' 구조조정 한다"
엔씨소프트,2024-05-10,2024-05-10,2,1,구조조정,"엔씨소프트, 1분기 영업이익 70% 증발 구조조정 불가피"
엔씨소프트,2024-10-21,2024-11-06,18,14,"구조조정,희망퇴직","엔씨소프트, 추가 구조조정 예고... 희망퇴직 후속 분사 가능성도"
엔씨소프트,2024-12-16,2024-12-16,1,1,희망퇴직,"엔씨소프트, 희망퇴직 마무리... 조직 재정비 새출발"
엔씨소프트,2025-01-23,2025-01-23,1,1,구조조정,"[리포트 브리핑]엔씨소프트, '신작 흥행 실패와 구조조정 비용 발생' 중립 - 신한투자증권"
엔에스엔,2017-11-07,2017-11-07,3,3,구조조정,"[더벨]엔에스엔, 구조조정 통해 재무구조 개선"
엔트리브소프트,2013-11-10,2013-11-10,1,1,구조조정,"엔트리브소프트, 고강도 구조조정 돌입"
엠에스오토텍,2015-01-09,2015-01-09,4,4,구조조정,"엠에스오토텍, 브라질 법인 구조조정 성과가 변수"
여당,2014-09-15,2014-09-15,1,1,구조조정,"여당, 공기업 자회사 구조조정 추진"
여야3당,2016-07-22,2016-07-22,2,2,구조조정,"여야3당, ‘조선 해운업 구조조정 청문회’ 잠정 합의"
여천NCC,2025-08-06,2025-08-11,2,2,구조조정,"[단독]여천NCC, 3공장 멈춘다 여수 석화 구조조정 ‘신호탄’"
여천NCC,2026-03-10,2026-03-10,1,1,구조조정,"[중동 사태 파장] 여천NCC, 추가 공장 폐쇄 검토...석화 구조조정 '속도'"
여행사,2020-11-16,2020-11-16,1,1,구조조정,"여행사, 고용유지지원금까지 끊겨 결국 구조조정 나서나"
영국은행,2011-04-11,2011-04-11,1,1,구조조정,"영국 은행권, 구조조정 칼날 피하나"
예선사업,2010-07-06,2010-07-06,1,1,구조조정,"예선사업, 구조조정 통한 사업수지 개선"
오리엔탈정공,2016-01-27,2016-01-29,3,2,구조조정,"오리엔탈정공, 유암코 구조조정 1호기업 유력 내일 채권단 회의"
오리엔탈정공,2022-05-17,2022-05-17,1,1,구조조정,"오리엔탈정공, 구조조정 후 업황 턴어라운드 성공 - 한국IR협의회"
오리온,2017-09-07,2017-09-07,1,1,구조조정,"오리온, 사드 여파에 중국 현지법인 인력 20% 구조조정"
오비맥주,2016-11-03,2016-11-03,1,1,희망퇴직,"오비맥주, 희망퇴직 반려 인원 재진행 20여명 퇴사"
오비맥주,2018-01-10,2018-01-10,4,4,희망퇴직,"오비맥주, 1년여만에 희망퇴직 시행..""인력 선순환 차원"""
오비맥주,2018-08-31,2018-09-01,6,5,희망퇴직,"오비맥주, 희망퇴직 받고 퇴사자 만큼 신규 채용 한다"
오비맥주,2019-11-19,2019-11-19,4,4,희망퇴직,"오비맥주, 희망퇴직 실시 10년차 이상 전 직원 대상"
오비맥주,2020-04-13,2020-04-13,2,2,희망퇴직,"강제성 없다지만...오비맥주, 5개월 만에 희망퇴직 실시"
오비맥주,2020-09-09,2020-09-18,5,5,희망퇴직,"오비맥주, 올해 두 번째 희망퇴직 받는다"
오비맥주,2022-09-28,2022-09-28,1,1,희망퇴직,"[단독] 오비맥주, 희망퇴직 실시 “인력 선순환 직원 복지차원”"
오비맥주,2024-10-14,2024-10-14,1,1,희망퇴직,"오비맥주, 내일까지 희망퇴직 받는다"
오성엘에스티,2013-07-11,2013-07-11,2,1,구조조정,"[오늘의 하한가]오성엘에스티, 구조조정 대상 업체 포함 下"
오스템임플란트,2018-12-16,2018-12-16,1,1,구조조정,"오스템임플란트, 해외법인 구조조정 효과에 강세"
오퍼스PE,2020-04-01,2020-04-01,1,1,구조조정,"[마켓인사이트]오퍼스PE, 구조조정 전문가 나종선氏 대표로 영입"
오펠,2012-05-07,2012-05-07,1,1,구조조정,"오펠, 생산기지 구조조정 전망"
온미디어,2010-11-08,2010-11-08,1,1,구조조정,"온미디어, 구조조정 활발..내년 더 기대-신영"
와이디온라인,2011-12-20,2011-12-20,1,1,구조조정,"와이디온라인, 강도 높은 구조조정 돌입 직원 25% 감축"
와이비로드,2010-06-21,2010-06-21,1,1,구조조정,"와이비로드, 구조조정 효과...실적개선 탄력"
